x1,x2,x3,A,event,FT,CC,obs.Y,tau,lambda,Y1,Y0,g.opt
0.752513462,1.416515924,-1.318373221,1,0,4.091223723,69467.05777,230532.9422,3,1.00E+05,283250.1894,186876.6834,1
-0.059416687,1.379878629,-0.790835797,0,1,1.381260754,2614.411161,135511.6642,3,1.00E+05,276318.763,131263.3217,1
-0.344568794,0.776707651,-0.996367721,1,1,2.076090078,16842.5802,190766.4276,3,1.00E+05,202340.4897,128621.2927,1
0.222668296,1.668091248,-1.363460883,0,1,1.504732205,8271.376359,142201.8441,3,1.00E+05,140626.1154,145150.789,0
0.551786344,0.425823774,-2.303364064,1,1,1.589250083,2583.149376,156341.8589,3,1.00E+05,156310.514,118167.3787,1
0.683642823,0.393595065,-0.135168494,1,1,1.968845389,5228.26751,191656.2714,3,1.00E+05,189988.933,143745.9937,1
-0.545879401,0.828460142,-0.107464466,0,1,1.137253012,1837.784349,111887.5168,3,1.00E+05,183968.1755,107330.635,1
-1.367436156,0.709061572,-1.825570584,0,1,0.784016026,794.9461419,77606.65642,3,1.00E+05,115809.5247,76323.9393,1
1.400051838,1.247493285,0.043858119,1,1,4.988524307,79218.2661,220781.7339,3,1.00E+05,230327.4063,231762.4956,0
1.373053947,-0.308913784,0.053635823,1,1,1.223789223,3295.928032,119082.9943,3,1.00E+05,116006.8439,144735.7019,0
0.450256559,0.498673963,-0.425864171,0,1,1.217825734,7995.734519,113786.8389,3,1.00E+05,162997.0336,115211.5807,1
-0.146293856,2.251710441,1.051342417,0,1,2.119941731,9031.439634,202962.7335,3,1.00E+05,240588.6387,203320.4453,1
0.12809724,-0.284483887,-1.145325364,0,1,0.840079915,1397.051636,82610.93989,3,1.00E+05,70401.03355,83299.34351,0
-2.294720947,1.011782984,-0.656435951,1,1,1.796817242,4945.943565,174735.7806,3,1.00E+05,174311.7983,92088.32668,1
-1.366568921,-0.11286992,1.64540784,0,1,0.86707138,1162.070413,85545.06755,3,1.00E+05,80249.3113,85667.58574,0
-0.197479553,1.407185546,0.154154078,1,1,4.230780487,28403.68269,271596.3173,3,1.00E+05,246488.737,168399.0255,1
0.068085782,0.073285482,1.429734994,0,1,1.195514098,3510.032926,116041.3769,3,1.00E+05,123437.7378,119100.0778,1
0.09050341,1.798999676,1.081573294,1,0,1.96834936,20191.45997,176643.4761,3,1.00E+05,170413.8842,172272.0196,0
0.322759967,0.471258402,-0.145287739,0,1,1.210944629,4045.121934,117049.341,3,1.00E+05,150410.4146,118817.0701,1
0.132978626,0.308031299,0.697297767,0,1,1.207720733,2539.289256,118232.7841,3,1.00E+05,143200.9022,116231.6506,1
-1.67926432,0.592047707,-0.055001534,0,0,0.277517183,788.5426291,26963.17567,3,1.00E+05,27548.03556,27546.50526,1
-0.278479577,1.605947237,0.364179595,0,1,1.588048994,1279.477996,157525.4214,3,1.00E+05,269378.0544,156364.2376,1
-1.552410996,0.96274002,0.640958337,1,1,2.270680697,38676.26154,188391.8081,3,1.00E+05,212367.1465,118261.4143,1
-1.379699255,0.763170536,0.325601282,0,1,0.985675031,4653.542311,93913.9608,3,1.00E+05,141999.1036,95203.64155,1
-1.35705659,2.573389052,0.177375056,1,0,5.422482752,41026.95321,258973.0468,3,1.00E+05,254417.4628,189341.3694,1
-0.92113718,2.033100605,-1.05598917,1,1,5.697139413,128406.7004,171593.2996,3,1.00E+05,232352.4304,155548.1534,1
-0.866817736,0.818627465,-1.860518338,1,1,1.781310515,22693.97903,155437.0724,3,1.00E+05,177093.0915,103740.5578,1
1.656644386,0.775875827,0.156524084,0,1,1.785581324,5761.991693,172796.1407,3,1.00E+05,278334.1572,170337.3363,1
-0.155079718,0.204901717,0.233507793,1,1,1.457534604,9844.169965,135909.2905,3,1.00E+05,118372.4291,122850.9321,0
-1.576552435,0.635177963,0.12212891,0,1,0.893557845,1924.497693,87431.28679,3,1.00E+05,121449.1091,87398.34895,1
0.624082599,0.754276321,-0.613382885,0,1,1.33610829,2224.597695,131386.2313,3,1.00E+05,197733.1829,130228.0066,1
0.330220684,-0.509349472,-0.486193414,0,1,0.873383922,2827.058688,84511.33354,3,1.00E+05,63872.41607,87129.71363,0
-0.398122257,0.00675425,-0.916307857,1,1,1.035437029,11753.59657,91790.10632,3,1.00E+05,100632.2245,101715.3224,0
-1.081396926,-0.020544482,0.316165271,1,1,0.996852073,1056.910103,98628.2972,3,1.00E+05,98691.29089,99025.04362,0
-0.076922058,0.441934969,0.20686972,1,1,1.82767384,8639.152169,174128.2318,3,1.00E+05,178310.354,138740.3727,1
-0.525536621,0.395985736,-0.112358646,0,1,1.002455542,2662.092112,97583.46209,3,1.00E+05,117445.8623,97257.67877,1
0.391289655,1.804975163,0.739526739,0,1,2.001112256,17757.50466,182353.7209,3,1.00E+05,192743.1803,196660.2258,0
-0.680453261,1.388211528,-0.983958843,0,1,1.19958651,1991.700677,117966.9503,3,1.00E+05,255991.395,118642.7201,1
-0.748696934,1.300692126,1.315079395,1,0,1.802483504,5696.336393,174552.014,3,1.00E+05,129029.7594,168624.3948,0
-0.162917887,0.853809055,-0.339756612,1,1,2.464204188,25783.43285,220636.986,3,1.00E+05,240144.0363,144471.0041,1
-0.114215155,1.758332235,-0.518214713,1,0,0.849503732,25780.2029,59170.17025,3,1.00E+05,80909.21093,80353.0726,1
-0.444659359,2.274718362,0.744623344,1,0,6.30071917,138374.0742,161625.9258,3,1.00E+05,173165.037,231808.8671,0
0.256959171,1.361614028,-0.226318113,0,1,1.548434207,6132.166441,148711.2543,3,1.00E+05,151603.7826,148663.5245,1
-1.100137127,-0.631396359,0.553524968,1,1,0.586881912,714.9597757,57973.2314,3,1.00E+05,58373.66934,84904.20663,0
-1.336575889,1.058039545,-1.452688618,1,1,2.095205314,4182.464996,205338.0664,3,1.00E+05,195672.4401,108876.2952,1
0.204898609,1.811800059,1.026671079,1,0,6.981234059,63733.61467,236266.3853,3,1.00E+05,84504.48188,221962.6169,0
0.035287354,2.805110567,-0.916689295,0,1,2.13170411,10049.11373,203121.2973,3,1.00E+05,245816.961,193074.7047,1
-0.43891251,-0.067819122,0.003559556,0,1,0.897832025,1056.90521,88726.29726,3,1.00E+05,85294.66233,86537.54135,0
0.400405863,0.609958976,0.380988328,1,1,2.380101382,20944.27914,217065.859,3,1.00E+05,233453.3863,161172.7875,1
0.585171308,0.752556534,1.267679874,1,1,3.068236999,14216.78478,285783.2152,3,1.00E+05,279193.5388,192298.2637,1
0.48212854,1.095366597,-0.965072058,1,1,3.273135649,63149.34047,236850.6595,3,1.00E+05,266725.0468,147199.2679,1
-0.804833846,0.434461548,0.659205227,1,1,1.642088894,2608.694308,161600.1951,3,1.00E+05,144730.7023,123612.6595,1
0.303077188,1.542606842,-2.284830571,1,0,2.672217936,28376.06906,238845.7246,3,1.00E+05,261014.2559,157441.1044,1
-0.826175729,2.739138912,0.034492914,0,1,1.934706856,8305.040365,185165.6452,3,1.00E+05,263899.3315,186588.7144,1
0.141428915,0.734877423,-0.560440843,1,1,2.301661789,23542.98998,206623.1889,3,1.00E+05,209417.7854,146223.8296,1
0.740357209,0.258905252,0.614617752,0,1,1.332697112,2999.833812,130269.8774,3,1.00E+05,150325.7714,129687.9106,1
1.385046552,-0.127326099,1.479087355,0,0,1.024791825,3973.036652,98506.14588,3,1.00E+05,100415.9208,97104.66526,1
-0.633577481,2.820632671,-0.503028544,1,0,10.70553355,99770.70845,200229.2915,3,1.00E+05,221268.4701,219381.4111,1
0.238588638,-0.516301659,1.664883457,0,1,1.061110048,2881.899632,103229.1052,3,1.00E+05,75888.42517,100914.0157,0
0.036611523,1.361914245,-0.342368857,1,1,4.050370019,28461.59955,271538.4004,3,1.00E+05,231278.7734,165838.6961,1
0.288526061,2.518881489,1.283170386,1,0,0.280366862,3963.018392,24073.66785,3,1.00E+05,12668.28368,25804.38847,0
-1.10597134,0.483953846,-0.583070584,0,1,0.874314461,3196.303484,84235.14264,3,1.00E+05,113155.8628,86051.9874,1
0.892238486,0.6097895,-0.002203589,0,0,0.155453678,308.8288069,15236.53904,3,1.00E+05,14767.66318,15119.50047,0
1.181469153,2.162679781,0.644741716,0,0,1.967872102,12090.85731,184696.3529,3,1.00E+05,128991.2159,180246.7377,0
0.351167929,1.504909945,1.271997374,1,0,0.078804052,1833.693906,6046.711268,3,1.00E+05,7070.360493,7109.60234,0
0.063006721,-1.392235827,0.073651407,0,1,0.671860692,755.9381849,66430.13104,3,1.00E+05,29043.03032,66115.61556,0
1.394261724,-0.752102859,0.903840056,1,1,0.897936234,1149.959668,88643.66371,3,1.00E+05,88848.1974,133369.8544,0
-0.012507921,1.321695097,-0.977888749,0,1,1.344763377,941.9499488,133534.3878,3,1.00E+05,285563.5264,129570.5234,1
0.67807643,-0.120811524,-2.190755981,1,1,1.007839888,2132.906374,98651.08244,3,1.00E+05,97316.82304,105104.2716,0
-0.056146577,1.631657697,0.737583768,1,1,5.646415895,105335.1385,194664.8615,3,1.00E+05,219650.2272,205758.2589,1
0.135993828,2.662854484,-0.493710729,0,0,0.176841557,822.4410288,16861.7147,3,1.00E+05,8985.489095,17266.6601,0
1.864576016,2.144596571,-1.089667627,1,0,10.61603191,144252.554,155747.446,3,1.00E+05,247981.8721,290438.569,0
1.148708348,0.017592491,0.249401416,1,0,1.465894516,4855.49128,141733.9603,3,1.00E+05,142689.9717,145404.0233,0
-0.939986064,-0.141824364,-1.764937405,0,1,0.665618722,734.2526007,65827.61956,3,1.00E+05,59538.44131,63612.8519,0
-0.061886273,0.24979182,1.321973719,0,1,1.215016508,1843.26621,119658.3846,3,1.00E+05,130621.1979,117167.0282,1
-0.376090504,1.545967754,0.694003462,0,1,1.580865642,5072.416611,153014.1476,3,1.00E+05,274125.2882,153873.6275,1
0.20968885,-0.452580481,-0.032323154,1,0,0.8414205,545.8530618,83596.19695,3,1.00E+05,83812.65875,83497.58197,1
0.705458582,3.007145929,-0.498505327,1,0,12.54073614,816038.8263,-516038.8263,3,1.00E+05,145658.856,266073.0012,0
0.652088474,1.559570898,-0.206687865,0,1,1.78179303,25017.25992,153162.0431,3,1.00E+05,252041.7197,173750.8739,1
-1.525069419,1.729371269,-0.318867313,0,1,1.199507152,2328.938128,117621.7771,3,1.00E+05,250005.6502,113158.7424,1
-0.500991708,1.720869597,-0.716857427,0,1,1.411110235,582.2614839,140528.762,3,1.00E+05,287923.9674,134996.3763,1
-1.213181246,2.866835793,-1.071776646,0,1,1.665685623,5047.471803,161521.0905,3,1.00E+05,179500.172,149347.0658,1
-0.630276754,1.251604768,0.889946223,1,1,3.63054786,63727.41456,236272.5854,3,1.00E+05,291708.6005,164305.4158,1
-1.447485521,2.842553869,-0.535629647,1,0,7.764032213,240251.0984,59748.90162,3,1.00E+05,249637.1629,197178.7099,1
-0.166908399,0.732598656,0.512378472,0,1,1.268247167,5956.485475,120868.2313,3,1.00E+05,187162.6807,114669.3946,1
1.588926501,1.309459337,0.669493816,1,1,5.831347382,111217.7874,188782.2126,3,1.00E+05,244382.5573,240235.9064,1
-0.230357351,0.503614473,2.118080958,1,1,2.268207,6994.999145,219825.7008,3,1.00E+05,218539.6594,149240.0769,1
-0.573371474,0.752109741,0.806880377,0,1,1.211242467,1162.851698,119961.395,3,1.00E+05,181705.8178,115674.7229,1
0.562732526,2.914323431,-0.362982598,0,1,2.587119966,34760.01129,223951.9853,3,1.00E+05,108950.9974,224477.0782,0
-0.244916132,-0.176562789,0.01267018,1,1,0.993399164,1948.099924,97391.81643,3,1.00E+05,96097.84627,108284.3386,0
2.038151254,1.818904197,-0.143935263,0,1,2.557187403,41112.40174,214606.3385,3,1.00E+05,225485.2023,250525.9047,0
-0.251201834,1.725890069,1.247463321,1,1,6.220230894,38114.71181,261885.2882,3,1.00E+05,261676.3455,218752.5201,1
-2.998672718,0.120373304,0.816004358,1,1,0.810747891,4051.683024,77023.10612,3,1.00E+05,80441.49482,74646.12438,1
-1.194734377,1.792364795,-0.124862918,1,1,4.766894995,53167.31303,246832.687,3,1.00E+05,277711.4178,156345.4488,1
0.966416373,1.932112214,-0.054888955,0,1,2.154218566,16163.28143,199258.5752,3,1.00E+05,274782.3439,210847.5403,1
-1.186931083,1.930843079,-2.255825677,1,1,4.370117894,37522.74899,262477.251,3,1.00E+05,293244.338,133680.0323,1
-0.849643992,1.540841249,0.094566317,1,1,4.163203947,23187.37581,276812.6242,3,1.00E+05,250228.3424,153172.242,1
-0.408989418,3.19747659,-0.649929079,0,1,2.253427038,10546.16505,214796.5388,3,1.00E+05,170339.7892,220131.1071,0
-1.827738925,-1.432071752,0.029778169,0,1,0.452851286,593.5082471,44691.62038,3,1.00E+05,19109.24064,44790.65073,0
0.594320423,0.570411661,-0.718614546,0,1,1.243743929,5038.522761,119335.8701,3,1.00E+05,170862.1408,116512.3631,1
0.379351297,3.433085308,0.064405695,1,0,0.509984759,47226.54429,3771.931581,3,1.00E+05,-6368.647134,45423.43858,0
-0.943951018,1.91945757,-0.032826452,1,1,5.671416804,91623.91727,208376.0827,3,1.00E+05,186974.5748,171453.559,1
-1.663033456,1.794888313,0.415587851,0,1,1.280715092,3230.554826,124840.9544,3,1.00E+05,204486.0173,125021.7889,1
0.028977127,-0.259397524,-1.234295359,1,1,0.859768698,2303.852727,83673.01703,3,1.00E+05,84155.3111,96843.86125,0
0.793975253,-0.006587487,0.173795322,1,1,1.448090576,7181.483713,137627.5739,3,1.00E+05,143262.8828,136822.5013,1
0.062509613,-0.051811998,1.301983571,0,1,1.135594929,2161.061702,111398.4312,3,1.00E+05,109407.1063,111166.457,0
1.411013212,2.352408334,0.557499653,0,1,2.839633822,24843.1377,259120.2445,3,1.00E+05,236271.5615,252141.3242,0
1.501420135,1.38450233,-0.123876631,0,1,2.020302117,19362.44104,182667.7706,3,1.00E+05,285854.869,197491.5364,1
-1.244490199,0.783137295,-0.282601936,0,1,0.958661685,3301.718703,92564.44982,3,1.00E+05,146964.9601,94768.52835,1
0.408739728,0.7197288,0.25505017,0,1,1.3815024,2901.002647,135249.2373,3,1.00E+05,207451.0606,137081.2192,1
-0.21663672,1.644004155,1.126661315,1,1,5.748520553,8947.8397,291052.1603,3,1.00E+05,253049.9937,203367.0274,1
0.825471788,1.014837928,-0.977867473,1,1,3.256528484,21875.28926,278124.7107,3,1.00E+05,265069.1798,172660.2218,1
0.922895636,0.596838521,-0.811114158,0,1,1.326467333,2233.84332,130412.89,3,1.00E+05,178865.5632,129337.1759,1
-0.433733489,1.74484029,0.374736398,0,1,1.606694606,4738.638986,155930.8216,3,1.00E+05,192264.4423,156534.6702,1
0.070257347,0.723854451,-0.902172028,0,1,1.151413827,2530.041768,112611.3409,3,1.00E+05,162689.4678,110009.5141,1
0.946154774,1.000922687,0.512910075,1,1,3.824211799,16375.77949,283624.2205,3,1.00E+05,295421.1682,197619.9431,1
0.412127383,1.351116697,-1.962032051,1,1,3.677478398,7036.114058,292963.8859,3,1.00E+05,288648.7609,158119.1075,1
-1.844178136,1.636802035,-0.651795976,1,1,3.452527622,10582.22875,289417.7712,3,1.00E+05,265373.7578,124502.1942,1
0.110875184,1.741391729,-0.559864051,1,0,2.033263984,17161.7463,186164.6521,3,1.00E+05,143554.6965,172270.0644,0
0.535070139,2.129492903,0.745101115,1,0,7.667196515,204168.9474,95831.05263,3,1.00E+05,168260.3176,264295.117,0
1.621540729,1.617563897,-0.443623944,1,1,6.929261617,27077.08833,272922.9117,3,1.00E+05,209866.0096,242428.6334,0
0.303617914,1.891256063,0.962758231,1,1,7.839145711,39798.60475,260201.3952,3,1.00E+05,189189.5909,230924.0997,0
0.759830721,-0.058528445,-1.860287718,0,1,0.949688578,3241.286857,91727.57089,3,1.00E+05,89452.84768,92716.61206,0
-0.539448689,1.525254421,0.585401747,1,1,4.587702782,715.5145395,299284.4855,3,1.00E+05,247755.0522,179746.8204,1
-0.68794669,-0.194576723,0.755553638,1,1,0.963528681,2076.131008,94276.73704,3,1.00E+05,94700.68953,104386.7989,0
-0.255505893,1.369343166,0.311343703,0,1,1.478216275,7048.328042,140773.2995,3,1.00E+05,279922.0484,140668.2582,1
0.299857191,0.473331064,0.09858828,1,1,2.00536928,13513.62419,187023.3038,3,1.00E+05,176131.5502,147208.1157,1
-0.643163202,1.525932884,1.444234127,0,1,1.605717404,5216.97201,155354.7684,3,1.00E+05,227268.6104,158720.8361,1
1.48676122,0.825499652,2.236879186,0,1,2.156938938,2540.697738,213153.1961,3,1.00E+05,288388.5997,214417.2374,1
-1.687023707,-0.34058774,-0.406548977,1,1,0.615950544,1544.132613,60050.92177,3,1.00E+05,61243.02735,75301.56421,0
-0.556225719,0.94142034,0.414307331,1,1,2.657707464,39784.35256,225986.3939,3,1.00E+05,251828.8761,147271.6849,1
1.35990635,0.877795759,-1.333439274,0,1,1.494775563,4985.874179,144491.6821,3,1.00E+05,215078.4152,146985.8609,1
1.2304715,0.936250209,0.237755094,0,0,0.906590548,3559.688798,87099.36601,3,1.00E+05,86410.93292,87840.64804,0
0.554735158,1.784072732,0.735578806,0,1,2.053871876,7463.396388,197923.7912,3,1.00E+05,241018.7471,194687.5117,1
-0.741481027,0.178602535,0.553230806,1,1,1.307045382,3107.152686,127597.3855,3,1.00E+05,125563.7303,108205.8955,1
0.073930736,-1.515101099,-0.281779759,1,1,0.308207255,38.07895367,30782.64651,3,1.00E+05,30603.98564,73739.62987,0
0.507027075,0.842682739,0.586531696,1,1,3.060177894,36077.67521,263922.3248,3,1.00E+05,286588.3393,175695.5357,1
2.091601553,0.803647121,-1.752917947,0,1,1.622750667,6208.557628,156066.5091,3,1.00E+05,219263.3653,148090.7885,1
0.977659246,1.425905495,1.656855276,0,1,2.201169974,5252.276385,214864.721,3,1.00E+05,267749.3164,204781.3462,1
-0.114115693,-1.302850516,0.97081648,1,1,0.407258584,142.242502,40583.61585,3,1.00E+05,40409.43711,85854.66326,0
-0.795922274,0.272469572,-0.410070565,0,1,0.888295661,2996.747914,85832.8182,3,1.00E+05,102260.1894,79156.02215,1
1.25054679,1.222504818,1.043251415,0,1,2.0568711,2138.825235,203548.2848,3,1.00E+05,272882.8689,195937.7873,1
-0.269328828,2.161709242,0.538088719,1,0,3.563337283,39702.72741,260297.2726,3,1.00E+05,74310.65935,221550.7492,0
-1.645449997,1.953977818,0.928828021,1,1,5.597795385,139436.8135,160563.1865,3,1.00E+05,277136.4099,165796.659,1
-1.021192528,1.170245216,1.448930518,0,1,1.33873898,4648.869985,129225.028,3,1.00E+05,252671.9801,129929.45,1
0.602818466,0.465903756,-0.757088353,0,1,1.202768502,1137.459072,119139.3912,3,1.00E+05,152501.743,118043.2481,1
0.431659954,1.810154781,-0.312906799,0,1,1.818637775,6578.209317,175285.5681,3,1.00E+05,257429.2095,172850.7948,1
0.910213872,0.077837618,-0.156374087,0,1,1.208955364,7727.134909,113168.4015,3,1.00E+05,121852.1019,119059.377,1
-1.170541423,-0.348771612,0.736123374,0,1,0.767108191,1200.988742,75509.83031,3,1.00E+05,61860.18552,76058.35386,0
1.341747605,0.5344415,0.368790721,1,1,2.681096743,12944.75716,255164.9171,3,1.00E+05,253554.48,190614.7225,1
-0.724576995,1.613173468,0.904053741,0,1,1.536399997,2166.84955,151473.1502,3,1.00E+05,287480.9809,144010.8419,1
0.593362283,1.219465385,0.739702399,1,0,1.380696368,13962.63832,124106.9985,3,1.00E+05,124599.9222,134338.329,0
0.632055729,-2.090613871,-0.46789343,0,1,0.578357923,377.3157415,57458.47654,3,1.00E+05,16456.60287,57504.94415,0
-0.825764139,1.610543782,-1.206455372,1,1,3.910600874,40285.03483,259714.9652,3,1.00E+05,248294.8998,143809.8468,1
0.723337228,0.802835758,-1.355860822,0,1,1.283938222,1855.974428,126537.8478,3,1.00E+05,202600.4995,121458.9313,1
-1.032454876,1.092369526,-0.519679777,0,1,1.071706143,716.8965669,106453.7178,3,1.00E+05,183155.9565,103962.8758,1
1.808470315,2.068251812,0.457975308,1,0,5.944224618,267101.5832,32898.41684,3,1.00E+05,108957.2077,292908.5596,0
0.630094422,1.048235568,-0.5041918,1,0,0.237421088,2950.840813,20791.26803,3,1.00E+05,20602.1574,23474.66395,0
0.623331445,1.864176829,-0.00882189,1,0,5.296905921,95821.57397,204178.426,3,1.00E+05,276437.4424,192576.1283,1
-0.761088388,0.950437542,-0.651932975,1,0,1.737333101,3769.270566,169964.0395,3,1.00E+05,162380.9306,127929.3262,1
-1.939714162,0.563398909,-0.620357147,1,1,1.293149184,2668.872074,126646.0463,3,1.00E+05,122899.7255,89610.99084,1
-0.440710772,3.036786678,-0.207118733,0,1,2.230402306,5520.706878,217519.5238,3,1.00E+05,279931.5296,202478.8462,1
-0.81071994,1.814955652,1.04729058,1,0,3.139813032,36597.39289,263402.6071,3,1.00E+05,245329.8904,191094.0042,1
-1.21641899,1.981744638,-0.767645719,0,1,1.315839706,3153.731702,128430.2389,3,1.00E+05,101715.8984,129776.7865,0
-1.627662673,0.348851241,1.650622752,0,1,0.945714184,1611.791404,92959.62696,3,1.00E+05,114406.5331,93292.53941,1
-0.491145207,0.620398148,-2.038838782,0,1,0.890481033,1021.137322,88026.96602,3,1.00E+05,114134.0104,86241.69383,1
1.868979322,1.59321981,0.734382522,1,1,8.01353467,14522.62657,285477.3734,3,1.00E+05,102884.4424,291313.2902,0
-0.220358876,-0.171265745,0.078935168,1,1,1.009729599,6379.827823,94593.13209,3,1.00E+05,100293.0281,110083.2934,0
1.07957695,1.066049659,1.23860821,1,1,4.478198765,41153.95834,258846.0417,3,1.00E+05,272752.0305,224033.9192,1
0.536619634,2.178718262,1.224242948,1,0,4.354067665,86813.22943,213186.7706,3,1.00E+05,251890.9103,270227.6531,0
1.174543389,0.43110735,1.124932417,1,1,2.548228813,13042.37601,241780.5053,3,1.00E+05,246670.476,185530.5444,1
-1.703139971,2.096770454,-0.507876602,0,1,1.268221445,3409.00698,123413.1375,3,1.00E+05,283773.121,126228.5414,1
-1.080006119,1.136368298,1.763392902,0,1,1.351545234,6579.651105,128574.8723,3,1.00E+05,241796.2462,127505.4427,1
-0.917809228,2.235564336,-0.362354705,0,1,1.569680326,9719.599522,147248.4331,3,1.00E+05,288869.0562,149718.2695,1
-1.085996236,-0.140143548,0.659124098,1,1,0.925504735,2874.45064,89676.02285,3,1.00E+05,91292.40348,98979.20227,0
0.622478539,1.982630119,0.764065084,0,1,2.215972263,18187.07659,203410.1497,3,1.00E+05,205873.8829,204117.2496,1
-2.041717343,3.212745525,0.390336724,1,0,5.309971286,181823.3233,118176.6767,3,1.00E+05,-199825.8101,201963.0945,0
0.197365986,0.124561541,3.020119717,0,1,1.460609232,2694.864445,143366.0588,3,1.00E+05,154987.8207,136655.5373,1
-0.579282425,0.073586279,1.345669049,0,1,1.041629489,1153.361369,103009.5876,3,1.00E+05,108522.0164,102153.3303,1
-0.807846982,-0.703026275,-0.076082281,0,1,0.683802937,457.6548693,67922.63881,3,1.00E+05,44388.55935,66927.05208,0
-0.218111933,1.027292814,0.689273225,0,1,1.395834969,4950.399934,134633.0969,3,1.00E+05,240057.9775,138459.9375,1
-2.114401114,1.149248193,-1.249066561,0,0,0.452613652,1380.145367,43881.21988,3,1.00E+05,44590.69911,43904.43676,1
0.428423473,0.585374663,1.164414582,1,1,2.531883139,25585.87042,227602.4435,3,1.00E+05,229819.2472,168574.31,1
-1.141739781,-0.511525268,1.213378365,1,1,0.692544446,385.4283561,68869.01628,3,1.00E+05,69007.71795,92348.90171,0
-0.836858998,0.604122754,-1.298117689,0,1,0.890522649,2623.091695,86429.17322,3,1.00E+05,118239.0898,87521.90866,1
-0.243773848,2.883318926,0.965286267,0,1,2.491212488,22815.45273,226305.796,3,1.00E+05,80725.67033,238585.2284,0
-1.353383518,-2.02494951,-0.08271824,0,1,0.412123021,469.4457897,40742.85627,3,1.00E+05,12211.30496,40796.34214,0
-0.521787499,2.518958842,1.641971332,0,1,2.260367218,5335.585457,220701.1363,3,1.00E+05,142242.4096,214681.3871,0
-0.981677143,0.097314664,-0.049061745,0,1,0.84193943,3776.060858,80417.8821,3,1.00E+05,87082.46914,84106.41209,1
-0.381601263,0.915315553,-1.313652263,0,1,1.069198377,6806.540317,100113.2973,3,1.00E+05,121241.3635,103676.3135,1
-0.818496919,1.97852618,-0.748697971,0,1,1.4261645,8344.57214,134271.8779,3,1.00E+05,282396.514,139850.8994,1
1.036041965,1.664724559,1.475062743,0,1,2.349334355,14293.21485,220640.2206,3,1.00E+05,257868.5584,213830.8112,1
0.660832038,1.463336972,-0.562259056,0,1,1.673540754,2245.036982,165109.0384,3,1.00E+05,250101.6325,158789.0675,1
-0.978489027,1.990433541,-0.14680176,0,1,1.472191462,440.5221397,146778.624,3,1.00E+05,245418.8797,144689.788,1
-1.298182392,2.113962275,-1.624573647,0,1,1.236265126,2826.108458,120800.4042,3,1.00E+05,244531.0966,119748.9918,1
-0.617235528,0.97165341,0.75232633,1,1,2.790647358,19967.29966,259097.4361,3,1.00E+05,246335.8824,147152.9579,1
